












;[1]
"　",,"응답자수","비율"
"[전체]",,"6,181","100.0"
"거주지","서울특별시","1,467","23.7"
,"부산광역시","724","11.7"
,"대구광역시","538","8.7"
,"인천광역시","375","6.1"
,"광주광역시","215","3.5"
,"대전광역시","185","3.0"
,"울산광역시","187","3.0"
,"세종자치시","34","0.5"
,"경기도","1,284","20.8"
,"강원도","99","1.6"
,"충청도","262","4.2"
,"전라도","385","6.2"
,"경상도","416","6.7"
,"기타 지역","11","0.2"
"성별","남자","2,600","42.1"
,"여자","3,581","57.9"
"연령","15세 - 20세","127","2.1"
,"21세 - 30세","1,412","22.9"
,"31세 - 40세","1,518","24.6"
,"41세 - 50세","1,250","20.2"
,"51세 - 60세","1,371","22.2"
,"61세 이상","503","8.1"
"방문목적","휴가 및 순수여행","5,571","90.1"
,"비즈니스여행","405","6.6"
,"기타여행","204","3.3"
"여행형태","개별여행","5,884","95.2"
,"패키지여행","248","4.0"
,"부분패키지여행","49","0.8"
"방문횟수","1회","1,934","31.3"
,"2회","2,483","40.2"
,"3회","813","13.2"
,"4회 이상","951","15.4"
;




;[2]
"　",,"응답자수","1일","2일","3일","4일","5일","6일"
"방문목적","휴가 및 순수여행","5,571","60.5 ","29.9 ","0.8 ","4.5 ","0.0 "
,"비즈니스여행","405","40.9 ","11.8 ","5.6 ","7.8 ","0.0 "
,"기타여행","204","37.7 ","24.0 ","4.9 ","7.9 ","0.7 "
"여행형태","개별여행","5,884","58.6 ","28.6 ","1.0 ","4.9 ","0.1 "
,"패키지여행","248","57.3 ","25.4 ","6.1 ","2.7 ","0.0 "
,"부분패키지여행","49","57.1 ","30.7 ","2.5 ","0.0 ","0.0 "
"방문횟수","1회","1,934","62.7 ","25.5 ","1.4 ","4.9 ","0.1 "
,"2회","2,483","59.5 ","30.4 ","0.7 ","3.9 ","0.0 "
,"3회","813","56.5 ","28.8 ","1.7 ","5.6 ","0.0 "
,"4회 이상","951","48.9 ","29.6 ","2.0 ","6.3 ","0.1 "
;



;[10]
"　",,"응답자수","여행비용","자국과의 이동 거리","안전 및 치안","숙박/교통 등 관광편리성","기타"
"[전체]",,"6,181","1.0 ","1.5 ","0.2 ","3.5 ","0.7 "
"거주지","서울시","1,467","0.9 ","2.1 ","0.1 ","4.1 ","1.1 "
,"부산시","724","1.3 ","1.5 ","0.2 ","3.5 ","1.2 "
,"대구시","538","0.2 ","0.8 ","0.2 ","3.3 ","0.5 "
,"인천시","375","0.4 ","0.4 ","0.0 ","4.8 ","0.0 "
,"광주시","215","2.3 ","1.0 ","0.0 ","3.8 ","0.0 "
,"대전시","185","0.0 ","2.6 ","0.0 ","3.5 ","2.5 "
,"울산시","187","0.6 ","0.0 ","0.0 ","2.8 ","2.4 "
,"세종시","34","0.0 ","0.6 ","0.0 ","0.0 ","0.0 "
,"경기도","1,284","1.2 ","2.1 ","0.2 ","2.9 ","0.2 "
,"강원도","99","3.5 ","2.5 ","1.3 ","5.1 ","0.0 "
,"충청도","262","0.1 ","1.0 ","0.0 ","3.9 ","0.6 "
,"전라도","385","1.2 ","0.5 ","0.4 ","3.6 ","0.3 "
,"경상도","416","1.3 ","0.6 ","0.3 ","2.4 ","1.1 "
,"기타 지역","11","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
"성별","남자","2,600","1.2 ","2.0 ","0.1 ","4.5 ","1.0 "
,"여자","3,581","0.8 ","1.0 ","0.2 ","2.8 ","0.5 "
"연령","15세 - 20세","127","9.1 ","0.0 ","1.0 ","2.1 ","1.9 "
,"21세 - 30세","1,412","1.8 ","1.3 ","0.3 ","3.6 ","0.4 "
,"31세 - 40세","1,518","0.7 ","1.5 ","0.2 ","4.9 ","0.6 "
,"41세 - 50세","1,250","0.2 ","2.2 ","0.1 ","3.2 ","0.4 "
,"51세 - 60세","1,371","0.7 ","1.4 ","0.0 ","3.0 ","1.5 "
,"61세 이상","503","0.3 ","0.6 ","0.0 ","1.5 ","0.5 "
"방문목적","휴가 및 순수여행","5,571","0.7 ","0.6 ","0.1 ","2.3 ","0.5 "
,"비즈니스여행","405","2.9 ","10.9 ","0.7 ","18.3 ","1.2 "
,"기타여행","204","5.4 ","5.7 ","1.2 ","6.5 ","6.1 "
"여행형태","개별여행","5,884","0.9 ","1.5 ","0.1 ","3.6 ","0.7 "
,"패키지여행","248","2.1 ","0.5 ","1.0 ","2.8 ","2.2 "
,"부분패키지여행","49","2.6 ","4.8 ","0.0 ","0.0 ","2.3 "
"방문횟수","1회","1,934","1.1 ","0.9 ","0.3 ","2.7 ","0.4 "
,"2회","2,483","0.8 ","0.8 ","0.1 ","3.2 ","0.5 "
,"3회","813","0.8 ","2.2 ","0.2 ","3.0 ","1.4 "
,"4회 이상","951","1.3 ","3.9 ","0.2 ","6.4 ","1.3 "
;



;[11]
"　",,"응답자수","자연경관 감상","휴양/휴식","역사/문화유적/전통문화 체험","음식/미식 탐방","쇼핑"
"[전체]",,"6,085","23.1","50.9","3.1","10.2","0.4"
"거주지","서울시","1,438","20.8","53.4","2.3","10.2","0.6"
,"부산시","717","25.1","54.3","2.8","8.6","0.5"
,"대구시","531","24.6","50.4","2.9","8.6","0.0"
,"인천시","374","30.7","39.4","2.3","13.8","0.3"
,"광주시","211","19.6","54.8","5.1","7.7","0.6"
,"대전시","183","19.4","52.7","5.5","12.9","0.0"
,"울산시","182","21.8","56.1","3.4","9.8","0.0"
,"세종시","34","15.3","48.0","0.0","26.0","0.0"
,"경기도","1,264","23.9","45.9","3.6","11.2","0.4"
,"강원도","96","28.1","42.1","2.7","17.1","1.2"
,"충청도","255","20.7","54.7","3.8","10.4","0.1"
,"전라도","380","22.1","55.3","2.1","8.9","0.0"
,"경상도","410","21.7","53.4","4.2","7.9","0.0"
,"기타 지역","11","34.7","43.7","0.0","0.0","10.1"
"성별","남자","2,552","22.3","49.6","3.1","11.8","0.4"
,"여자","3,533","23.6","51.8","3.0","9.1","0.3"
"연령","15세 - 20세","127","19.0","35.8","8.3","14.1","1.2"
,"21세 - 30세","1,397","20.1","47.1","1.6","16.2","0.7"
,"31세 - 40세","1,500","24.3","49.6","3.3","10.4","0.3"
,"41세 - 50세","1,227","24.0","52.0","3.3","7.4","0.3"
,"51세 - 60세","1,349","23.1","55.8","3.7","7.4","0.0"
,"61세 이상","485","26.6","53.7","2.7","6.5","0.5"
"방문목적","휴가 및 순수여행","5,519","23.4","53.2","2.8","9.6","0.4"
,"비즈니스여행","379","17.6","29.6","6.3","17.3","0.0"
,"기타여행","187","24.1","24.9","6.1","14.5","0.7"
"여행형태","개별여행","5,798","23.0","51.2","2.9","10.3","0.4"
,"패키지여행","240","25.9","42.3","8.3","9.0","0.5"
,"부분패키지여행","46","18.8","59.8","2.7","13.2","0.0"
"방문횟수","1회","1,909","21.9","55.3","3.2","9.2","0.3"
,"2회","2,464","23.9","52.9","2.7","9.0","0.2"
,"3회","798","23.2","46.8","3.5","14.6","0.3"
,"4회 이상","915","23.1","39.9","3.5","12.0","0.9"
;



;[12]
"　",,"응답자수","여행비용","자국과의 이동 거리","안전 및 치안","숙박/교통 등 관광편리성","기타"
"[전체]",,"6,085","1.7","1.6","0.3","8.6","0.3"
"거주지","서울시","1,438","2.1","1.9","0.4","8.0","0.2"
,"부산시","717","1.2","1.0","0.2","6.0","0.4"
,"대구시","531","1.0","1.0","0.0","11.3","0.2"
,"인천시","374","0.8","1.7","0.4","10.2","0.3"
,"광주시","211","3.7","1.5","0.0","7.1","0.0"
,"대전시","183","0.7","2.0","0.6","6.2","0.0"
,"울산시","182","2.8","1.3","0.0","4.8","0.0"
,"세종시","34","0.0","3.5","0.0","3.6","3.7"
,"경기도","1,264","1.9","1.9","0.2","10.7","0.2"
,"강원도","96","3.6","0.2","0.0","5.0","0.0"
,"충청도","255","1.2","1.0","0.0","8.0","0.1"
,"전라도","380","2.0","1.9","0.6","7.1","0.0"
,"경상도","410","0.7","1.4","0.3","9.5","0.9"
,"기타 지역","11","0.0","0.0","0.0","11.4","0.0"
"성별","남자","2,552","2.4","2.0","0.3","7.7","0.4"
,"여자","3,533","1.2","1.3","0.3","9.2","0.1"
"연령","15세 - 20세","127","9.0","2.1","1.1","9.3","0.0"
,"21세 - 30세","1,397","2.4","1.6","0.4","9.6","0.4"
,"31세 - 40세","1,500","1.8","1.5","0.2","8.3","0.3"
,"41세 - 50세","1,227","1.3","2.1","0.3","9.2","0.1"
,"51세 - 60세","1,349","0.7","1.7","0.1","7.4","0.2"
,"61세 이상","485","1.1","0.3","0.0","8.0","0.5"
"방문목적","휴가 및 순수여행","5,519","1.3","0.9","0.1","8.2","0.1"
,"비즈니스여행","379","5.9","9.9","2.1","10.8","0.4"
,"기타여행","187","4.1","5.3","1.3","15.9","3.3"
"여행형태","개별여행","5,798","1.7","1.5","0.3","8.6","0.3"
,"패키지여행","240","1.2","3.2","0.5","9.0","0.1"
,"부분패키지여행","46","2.7","2.7","0.0","0.0","0.0"
"방문횟수","1회","1,909","1.5","1.0","0.3","7.2","0.3"
,"2회","2,464","1.1","1.5","0.2","8.5","0.1"
,"3회","798","1.8","1.3","0.2","7.7","0.6"
,"4회 이상","915","3.6","3.3","0.7","12.4","0.4"
;



;[13]
"　",,"응답자수","처음부터 제주선택","해외여행 검토","국내 다른지역 검토"
"[전체]",,"6,181","93.7 ","5.3 ","1.5 "
"거주지","서울시","1,467","93.5 ","5.1 ","1.8 "
,"부산시","724","95.6 ","3.4 ","1.5 "
,"대구시","538","94.1 ","4.8 ","2.7 "
,"인천시","375","94.9 ","4.4 ","0.8 "
,"광주시","215","93.7 ","5.1 ","2.3 "
,"대전시","185","88.8 ","9.8 ","2.6 "
,"울산시","187","93.7 ","5.6 ","2.0 "
,"세종시","34","93.4 ","6.6 ","0.0 "
,"경기도","1,284","92.7 ","6.5 ","1.2 "
,"강원도","99","86.9 ","13.1 ","1.1 "
,"충청도","262","92.5 ","6.1 ","1.4 "
,"전라도","385","96.6 ","2.4 ","1.0 "
,"경상도","416","94.3 ","5.1 ","0.7 "
,"기타 지역","11","88.6 ","11.4 ","0.0 "
"성별","남자","2,600","92.3 ","6.5 ","2.0 "
,"여자","3,581","94.7 ","4.5 ","1.2 "
"연령","15세 - 20세","127","79.4 ","15.9 ","5.6 "
,"21세 - 30세","1,412","92.1 ","6.7 ","1.4 "
,"31세 - 40세","1,518","92.9 ","6.2 ","1.3 "
,"41세 - 50세","1,250","94.7 ","4.5 ","1.4 "
,"51세 - 60세","1,371","96.0 ","3.3 ","1.7 "
,"61세 이상","503","95.3 ","3.7 ","1.3 "
"방문목적","휴가 및 순수여행","5,571","94.0 ","5.0 ","1.4 "
,"비즈니스여행","405","92.6 ","6.5 ","2.3 "
,"기타여행","204","86.8 ","12.6 ","4.0 "
"여행형태","개별여행","5,884","93.7 ","5.3 ","1.5 "
,"패키지여행","248","94.9 ","4.5 ","1.1 "
,"부분패키지여행","49","82.4 ","12.4 ","7.4 "
"방문횟수","1회","1,934","94.0 ","4.7 ","1.4 "
,"2회","2,483","95.6 ","3.6 ","1.1 "
,"3회","813","92.0 ","6.9 ","1.8 "
,"4회 이상","951","89.5 ","9.4 ","2.5 "
;



;[14]
"　",,"응답자수","자국의 인터넷 사이트/앱","한국의 여행관련 사이트/앱","자국 여행사 (오프라인)","관광안내 책자","친지, 친구, 동료"
"[전체]",,"6,181","60.1 ","1.9 ","0.5 ","0.5 ","21.1 "
"거주지","서울시","1,467","61.4 ","1.5 ","0.2 ","0.5 ","19.8 "
,"부산시","724","63.3 ","0.7 ","0.5 ","0.2 ","20.7 "
,"대구시","538","60.3 ","0.5 ","0.2 ","0.3 ","17.7 "
,"인천시","375","62.3 ","2.6 ","0.7 ","1.0 ","17.9 "
,"광주시","215","57.5 ","3.4 ","1.2 ","0.0 ","21.8 "
,"대전시","185","61.9 ","2.6 ","1.3 ","1.4 ","21.5 "
,"울산시","187","65.4 ","1.9 ","0.6 ","0.7 ","18.8 "
,"세종시","34","69.7 ","3.3 ","0.0 ","0.0 ","11.0 "
,"경기도","1,284","61.0 ","2.0 ","0.5 ","0.7 ","19.8 "
,"강원도","99","60.7 ","7.1 ","0.0 ","3.7 ","21.5 "
,"충청도","262","52.0 ","2.8 ","0.4 ","0.0 ","29.9 "
,"전라도","385","53.9 ","1.3 ","0.7 ","0.1 ","27.5 "
,"경상도","416","53.9 ","3.1 ","1.5 ","0.6 ","26.9 "
,"기타 지역","11","33.9 ","11.4 ","0.0 ","0.0 ","54.7 "
"성별","남자","2,600","58.4 ","2.0 ","0.5 ","0.8 ","20.6 "
,"여자","3,581","61.4 ","1.7 ","0.5 ","0.4 ","21.5 "
"연령","15세 - 20세","127","59.6 ","7.6 ","1.0 ","1.0 ","18.3 "
,"21세 - 30세","1,412","76.8 ","2.9 ","0.2 ","0.5 ","9.7 "
,"31세 - 40세","1,518","75.8 ","1.6 ","0.1 ","0.4 ","10.1 "
,"41세 - 50세","1,250","61.9 ","2.0 ","0.6 ","1.1 ","16.0 "
,"51세 - 60세","1,371","39.9 ","0.8 ","1.0 ","0.2 ","35.8 "
,"61세 이상","503","17.0 ","1.0 ","1.5 ","0.5 ","60.1 "
"방문목적","휴가 및 순수여행","5,571","62.5 ","1.7 ","0.5 ","0.5 ","20.9 "
,"비즈니스여행","405","42.4 ","2.5 ","0.7 ","1.0 ","14.6 "
,"기타여행","204","31.6 ","4.8 ","0.0 ","2.0 ","41.0 "
"여행형태","개별여행","5,884","61.4 ","1.8 ","0.2 ","0.6 ","20.4 "
,"패키지여행","248","29.4 ","2.7 ","7.8 ","0.0 ","37.6 "
,"부분패키지여행","49","61.9 ","8.0 ","4.9 ","0.0 ","20.0 "
"방문횟수","1회","1,934","67.9 ","1.7 ","0.6 ","0.7 ","24.1 "
,"2회","2,483","63.0 ","1.3 ","0.6 ","0.4 ","19.4 "
,"3회","813","55.1 ","2.3 ","0.8 ","0.4 ","21.3 "
,"4회 이상","951","41.0 ","3.3 ","0.1 ","0.9 ","19.3 "
;



;[15]
"　",,"응답자수","현지 한국 공공기관 및  박람회","과거여행경험","주요 언론매체(TV,  라디오, 신문, 잡지 등)","항공사, 호텔","기타","정보를 얻지 않음"
"[전체]",,"6,181","0.0 ","13.8 ","0.5 ","0.1 ","0.1 ","1.2 "
"거주지","서울시","1,467","0.0 ","14.2 ","0.4 ","0.0 ","0.2 ","1.8 "
,"부산시","724","0.2 ","12.9 ","0.5 ","0.0 ","0.0 ","1.0 "
,"대구시","538","0.0 ","18.8 ","0.5 ","0.2 ","0.0 ","1.5 "
,"인천시","375","0.0 ","14.5 ","0.3 ","0.0 ","0.0 ","0.7 "
,"광주시","215","0.0 ","12.5 ","1.3 ","0.0 ","0.0 ","2.3 "
,"대전시","185","0.0 ","9.2 ","0.7 ","0.0 ","0.0 ","1.4 "
,"울산시","187","0.0 ","10.7 ","0.6 ","0.7 ","0.0 ","0.7 "
,"세종시","34","0.0 ","16.0 ","0.0 ","0.0 ","0.0 ","0.0 "
,"경기도","1,284","0.1 ","14.0 ","0.4 ","0.2 ","0.2 ","1.2 "
,"강원도","99","0.0 ","5.5 ","1.3 ","0.0 ","0.0 ","0.2 "
,"충청도","262","0.0 ","13.1 ","0.5 ","0.0 ","0.0 ","1.2 "
,"전라도","385","0.0 ","14.7 ","0.9 ","0.0 ","0.0 ","0.9 "
,"경상도","416","0.0 ","12.4 ","0.6 ","0.1 ","0.3 ","0.8 "
,"기타 지역","11","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
"성별","남자","2,600","0.1 ","15.1 ","0.8 ","0.1 ","0.0 ","1.7 "
,"여자","3,581","0.0 ","12.9 ","0.3 ","0.1 ","0.2 ","0.9 "
"연령","15세 - 20세","127","0.0 ","6.3 ","0.9 ","0.0 ","0.0 ","5.3 "
,"21세 - 30세","1,412","0.0 ","8.6 ","0.4 ","0.0 ","0.3 ","0.6 "
,"31세 - 40세","1,518","0.0 ","10.9 ","0.5 ","0.1 ","0.1 ","0.5 "
,"41세 - 50세","1,250","0.1 ","17.1 ","0.5 ","0.1 ","0.0 ","0.7 "
,"51세 - 60세","1,371","0.1 ","19.0 ","0.5 ","0.1 ","0.0 ","2.6 "
,"61세 이상","503","0.0 ","16.8 ","1.0 ","0.3 ","0.0 ","1.9 "
"방문목적","휴가 및 순수여행","5,571","0.0 ","12.6 ","0.4 ","0.1 ","0.1 ","0.7 "
,"비즈니스여행","405","0.3 ","30.1 ","0.9 ","0.0 ","0.3 ","7.1 "
,"기타여행","204","0.0 ","14.1 ","2.2 ","0.0 ","0.1 ","4.1 "
"여행형태","개별여행","5,884","0.0 ","13.8 ","0.5 ","0.1 ","0.1 ","1.1 "
,"패키지여행","248","0.0 ","15.9 ","1.0 ","0.0 ","0.0 ","5.6 "
,"부분패키지여행","49","0.0 ","2.6 ","0.0 ","0.0 ","0.0 ","2.6 "
"방문횟수","1회","1,934","0.0 ","3.7 ","0.3 ","0.1 ","0.1 ","0.9 "
,"2회","2,483","0.0 ","13.6 ","0.4 ","0.1 ","0.0 ","1.2 "
,"3회","813","0.2 ","17.9 ","0.9 ","0.0 ","0.3 ","0.9 "
,"4회 이상","951","0.1 ","31.5 ","0.9 ","0.1 ","0.2 ","2.5 "
;


;[16]
"　",,"응답자수","자국의 인터넷 사이트/앱","한국의 여행관련 사이트/앱","자국 여행사 (오프라인)","관광안내 책자","친지, 친구, 동료"
"[전체]",,"4110","10.6 ","7.3 ","2.1 ","4.0 ","45.7 "
"거주지","서울시","944","10.3 ","8.2 ","2.3 ","4.0 ","46.3 "
,"부산시","438","11.3 ","6.5 ","2.1 ","3.1 ","50.5 "
,"대구시","390","9.6 ","4.7 ","1.0 ","5.4 ","50.4 "
,"인천시","283","5.7 ","6.1 ","1.3 ","4.5 ","45.4 "
,"광주시","131","12.9 ","3.8 ","1.8 ","5.1 ","51.1 "
,"대전시","122","12.4 ","8.0 ","4.1 ","4.0 ","43.6 "
,"울산시","111","13.4 ","12.6 ","3.1 ","2.3 ","47.0 "
,"세종시","19","11.4 ","6.4 ","0.7 ","0.9 ","67.8 "
,"경기도","919","9.8 ","7.6 ","2.4 ","3.9 ","43.6 "
,"강원도","58","8.3 ","6.2 ","2.1 ","0.0 ","49.3 "
,"충청도","166","17.5 ","11.3 ","0.8 ","2.4 ","37.0 "
,"전라도","246","11.3 ","4.9 ","1.2 ","6.4 ","44.7 "
,"경상도","273","11.3 ","9.0 ","2.4 ","3.6 ","39.1 "
,"기타 지역","10","26.2 ","12.8 ","12.5 ","12.8 ","12.8 "
"성별","남자","1657","11.4 ","8.9 ","2.7 ","4.0 ","46.5 "
,"여자","2453","10.0 ","6.2 ","1.7 ","4.1 ","45.2 "
"연령","15세 - 20세","99","15.1 ","23.4 ","3.7 ","5.1 ","28.4 "
,"21세 - 30세","993","10.7 ","9.9 ","2.3 ","5.5 ","45.3 "
,"31세 - 40세","1023","9.3 ","6.7 ","1.8 ","3.9 ","46.4 "
,"41세 - 50세","873","12.5 ","6.8 ","1.8 ","3.5 ","48.3 "
,"51세 - 60세","857","10.6 ","4.3 ","2.5 ","3.2 ","47.8 "
,"61세 이상","264","7.3 ","5.7 ","1.4 ","3.2 ","35.2 "
"방문목적","휴가 및 순수여행","3733","9.9 ","7.0 ","2.1 ","4.0 ","46.6 "
,"비즈니스여행","236","15.4 ","11.6 ","2.3 ","3.1 ","40.9 "
,"기타여행","141","21.6 ","9.7 ","1.8 ","5.7 ","28.7 "
"여행형태","개별여행","3927","10.3 ","7.2 ","1.9 ","4.1 ","46.1 "
,"패키지여행","150","19.5 ","7.0 ","5.5 ","2.5 ","35.9 "
,"부분패키지여행","32","7.8 ","19.2 ","11.3 ","3.9 ","41.7 "
"방문횟수","1회","1236","10.8 ","9.3 ","2.2 ","6.1 ","47.8 "
,"2회","1693","9.9 ","5.9 ","2.2 ","2.6 ","47.6 "
,"3회","559","11.3 ","5.3 ","1.1 ","4.4 ","42.1 "
,"4회 이상","622","11.4 ","9.1 ","2.3 ","3.4 ","39.5 "
;



;[17]
"　",,"응답자수","현지 한국 공공기관 및  박람회","과거여행 경험","주요 언론매체 (TV, 라디오, 신문, 잡지 등)","항공사, 호텔","기타"
"[전체]",,"4110","0.4 ","25.1 ","3.3 ","1.1 ","0.3 "
"거주지","서울시","944","0.1 ","24.4 ","3.6 ","0.8 ","0.0 "
,"부산시","438","0.9 ","21.0 ","3.5 ","0.0 ","0.9 "
,"대구시","390","0.3 ","24.6 ","1.5 ","2.0 ","0.6 "
,"인천시","283","0.0 ","33.4 ","1.8 ","1.8 ","0.0 "
,"광주시","131","1.0 ","18.3 ","4.1 ","1.9 ","0.0 "
,"대전시","122","1.0 ","21.8 ","4.0 ","1.0 ","0.0 "
,"울산시","111","0.0 ","17.3 ","3.2 ","1.1 ","0.0 "
,"세종시","19","0.0 ","6.7 ","6.1 ","0.0 ","0.0 "
,"경기도","919","0.1 ","27.3 ","3.3 ","1.8 ","0.1 "
,"강원도","58","2.0 ","29.9 ","2.1 ","0.0 ","0.0 "
,"충청도","166","2.3 ","24.7 ","4.0 ","0.1 ","0.0 "
,"전라도","246","0.1 ","26.4 ","3.4 ","1.6 ","0.0 "
,"경상도","273","0.4 ","27.0 ","5.3 ","0.1 ","1.8 "
,"기타 지역","10","0.0 ","11.4 ","11.4 ","0.0 ","0.0 "
"성별","남자","1657","0.6 ","20.7 ","3.5 ","1.5 ","0.2 "
,"여자","2453","0.3 ","28.1 ","3.2 ","0.9 ","0.3 "
"연령","15세 - 20세","99","0.0 ","17.6 ","4.0 ","2.6 ","0.0 "
,"21세 - 30세","993","0.7 ","22.0 ","2.2 ","0.9 ","0.6 "
,"31세 - 40세","1023","0.4 ","28.5 ","2.5 ","0.4 ","0.1 "
,"41세 - 50세","873","0.4 ","22.8 ","2.6 ","1.0 ","0.3 "
,"51세 - 60세","857","0.0 ","25.9 ","4.0 ","1.7 ","0.1 "
,"61세 이상","264","0.5 ","32.2 ","10.8 ","3.1 ","0.5 "
"방문목적","휴가 및 순수여행","3733","0.3 ","25.6 ","3.2 ","1.1 ","0.3 "
,"비즈니스여행","236","2.0 ","19.5 ","3.3 ","0.8 ","1.0 "
,"기타여행","141","0.0 ","22.6 ","6.4 ","3.6 ","0.0 "
"여행형태","개별여행","3927","0.4 ","25.5 ","3.3 ","1.0 ","0.3 "
,"패키지여행","150","0.8 ","20.2 ","4.0 ","4.5 ","0.0 "
,"부분패키지여행","32","0.0 ","8.3 ","7.8 ","0.0 ","0.0 "
"방문횟수","1회","1236","0.4 ","18.3 ","4.0 ","0.9 ","0.2 "
,"2회","1693","0.2 ","27.8 ","2.9 ","0.8 ","0.1 "
,"3회","559","0.7 ","29.7 ","3.3 ","1.6 ","0.4 "
,"4회 이상","622","0.8 ","27.5 ","3.2 ","1.9 ","1.0 "
;


;[18]
"　",,"응답자수","포털 사이트 검색 (구글, 야후, 네이버 등)","여행전문 사이트 또는 앱 (트립어드바이저 등)","소셜 미디어 (블로그,  페이스북, 인스타그램, 웨이보 등)","동영상 사이트 (유투브 등)","개별 관광지 및 관광시설  홈페이지","여행사 홈페이지","공공기관 사이트 (문화체육 관광부,  제주특별자치도 등)","기타"
"[전체]",,"4,285","83.7 ","1.1 ","14.1 ","0.2 ","0.3 ","0.2 ","0.4 ","0.1 "
"거주지","서울시","1,024","83.8 ","1.4 ","13.8 ","0.1 ","0.2 ","0.2 ","0.3 ","0.1 "
,"부산시","516","81.8 ","1.0 ","16.5 ","0.2 ","0.0 ","0.2 ","0.3 ","0.0 "
,"대구시","368","83.9 ","0.7 ","13.6 ","0.3 ","1.0 ","0.0 ","0.0 ","0.3 "
,"인천시","259","84.8 ","1.1 ","12.2 ","0.5 ","0.4 ","0.5 ","0.5 ","0.0 "
,"광주시","146","81.4 ","1.7 ","15.0 ","1.0 ","0.1 ","0.0 ","0.9 ","0.0 "
,"대전시","136","83.6 ","0.0 ","15.5 ","0.1 ","0.0 ","0.0 ","0.8 ","0.0 "
,"울산시","141","82.1 ","0.8 ","16.2 ","0.0 ","0.0 ","0.0 ","0.9 ","0.0 "
,"세종시","27","90.9 ","0.6 ","8.5 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
,"경기도","907","84.5 ","0.9 ","13.9 ","0.0 ","0.3 ","0.3 ","0.2 ","0.0 "
,"강원도","70","79.4 ","0.0 ","18.8 ","0.0 ","0.0 ","0.0 ","1.8 ","0.0 "
,"충청도","174","85.6 ","1.4 ","11.6 ","0.0 ","0.0 ","0.0 ","1.4 ","0.0 "
,"전라도","241","83.1 ","1.3 ","14.6 ","0.6 ","0.0 ","0.0 ","0.0 ","0.0 "
,"경상도","268","84.3 ","1.9 ","12.5 ","0.5 ","0.4 ","0.0 ","0.5 ","0.0 "
,"기타 지역","7","100.0 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
"성별","남자","1,768","84.8 ","1.3 ","12.9 ","0.5 ","0.1 ","0.2 ","0.2 ","0.0 "
,"여자","2,516","82.9 ","1.0 ","15.0 ","0.0 ","0.4 ","0.1 ","0.5 ","0.1 "
"연령","15세 - 20세","103","70.4 ","1.1 ","27.2 ","1.2 ","0.0 ","0.2 ","0.0 ","0.0 "
,"21세 - 30세","1,239","76.2 ","1.2 ","21.8 ","0.1 ","0.2 ","0.0 ","0.4 ","0.1 "
,"31세 - 40세","1,263","83.3 ","0.7 ","14.8 ","0.2 ","0.2 ","0.1 ","0.5 ","0.1 "
,"41세 - 50세","908","88.8 ","1.2 ","9.0 ","0.4 ","0.3 ","0.1 ","0.2 ","0.0 "
,"51세 - 60세","656","93.1 ","1.2 ","4.6 ","0.0 ","0.3 ","0.4 ","0.4 ","0.0 "
,"61세 이상","116","87.0 ","3.1 ","5.3 ","0.1 ","2.1 ","2.1 ","0.1 ","0.0 "
"방문목적","휴가 및 순수여행","3,954","84.0 ","1.0 ","14.0 ","0.2 ","0.2 ","0.2 ","0.4 ","0.1 "
,"비즈니스여행","222","83.4 ","2.5 ","12.9 ","0.0 ","0.0 ","0.5 ","0.6 ","0.0 "
,"기타여행","108","76.1 ","2.3 ","19.2 ","1.1 ","1.0 ","0.0 ","0.3 ","0.0 "
"여행형태","개별여행","4,136","83.9 ","1.1 ","14.1 ","0.2 ","0.3 ","0.1 ","0.3 ","0.1 "
,"패키지여행","114","80.2 ","2.3 ","12.1 ","0.0 ","1.0 ","2.2 ","2.2 ","0.0 "
,"부분패키지여행","35","72.8 ","3.4 ","20.3 ","0.0 ","0.0 ","3.5 ","0.0 ","0.0 "
"방문횟수","1회","1,484","85.0 ","0.8 ","13.1 ","0.4 ","0.2 ","0.2 ","0.3 ","0.1 "
,"2회","1,768","84.8 ","1.0 ","13.1 ","0.1 ","0.5 ","0.2 ","0.4 ","0.0 "
,"3회","529","79.5 ","1.0 ","18.3 ","0.3 ","0.2 ","0.2 ","0.3 ","0.2 "
,"4회 이상","505","80.5 ","2.3 ","16.0 ","0.2 ","0.0 ","0.2 ","0.7 ","0.0 "
;


;[19]
"　",,"응답자수","포털 사이트 검색 (구글, 야후, 네이버 등)","여행전문 사이트 또는 앱 (트립어드바이저 등)","소셜 미디어 (블로그,  페이스북, 인스타그램, 웨이보 등)","동영상 사이트 (유투브 등)","개별 관광지 및 관광시설  홈페이지","여행사 홈페이지","공공기관 사이트 (문화체육 관광부,  제주특별자치도 등)","기타"
"[전체]",,"3,988","15.2 ","5.5 ","68.7 ","4.4 ","3.9 ","0.7 ","1.4 ","0.2 "
"거주지","서울시","954","15.3 ","5.8 ","70.7 ","3.5 ","2.2 ","0.8 ","1.5 ","0.1 "
,"부산시","479","18.4 ","4.2 ","68.4 ","4.7 ","2.9 ","0.0 ","1.1 ","0.3 "
